timesteps,loss,reward
29511,,1000.0
29512,,1000.0
29513,,1000.0
29514,,1000.0
29515,,1000.0
29516,,1000.0
29517,,1000.0
29518,,1000.0
29519,,1000.0
29520,,1000.0
29521,,1000.0
29522,,1000.0
29523,,1000.0
29524,,1000.0
29525,,1000.0
29526,,1000.0
29527,,1000.0
29528,,1000.0
29529,,1000.0
29530,,1000.0
29531,,1000.0
29532,,1000.0
29533,,1000.0
29534,,1000.0
29535,,1000.0
29536,,1000.0
29537,,1000.0
29538,,1000.0
29539,,1000.0
29540,,1000.0
29541,,1000.0
29542,,1000.0
29543,,1000.0
29544,,1000.0
29545,,1000.0
29546,,1000.0
29547,,1000.0
29548,,1000.0
29549,,1000.0
29550,,1000.0
29551,,1000.0
29552,,1000.0
29553,,1000.0
29554,,1000.0
29555,,1000.0
29556,,1000.0
29557,,1000.0
29558,,1000.0
29559,,1000.0
29560,,1000.0
29561,,1000.0
29562,,1000.0
29563,,1000.0
29564,,1000.0
29565,,1000.0
29566,,1000.0
29567,,1000.0
29568,,1000.0
29569,,1000.0
29570,,1000.0
29571,,1000.0
29572,,1000.0
29573,,1000.0
29574,,1000.0
29575,,1000.0
29576,,1000.0
29577,,1000.0
29578,,1000.0
29579,,1000.0
29580,,1000.0
29581,,1000.0
29582,,1000.0
29583,,1000.0
29584,,1000.0
29585,,1000.0
29586,,1000.0
29587,,1000.0
29588,,1000.0
29589,,1000.0
29590,,1000.0
29591,,1000.0
29592,,1000.0
29593,,1000.0
29594,,1000.0
29595,,1000.0
29596,,1000.0
29597,,1000.0
29598,,1000.0
29599,,1000.0
29600,,1000.0
29601,,1000.0
29602,,1000.0
29603,,1000.0
29604,,1000.0
29605,,1000.0
29606,,1000.0
29607,,1000.0
29608,,1000.0
29609,,1000.0
29610,,1000.0
29611,,1000.0
29612,,1000.0
29613,,1000.0
29614,,1000.0
29615,,1000.0
29616,,1000.0
29617,,1000.0
29618,,1000.0
29619,,1000.0
29620,,1000.0
29621,,1000.0
29622,,1000.0
29623,,1000.0
29624,,1000.0
29625,,1000.0
29626,,1000.0
29627,,1000.0
29628,,1000.0
29629,,1000.0
29630,,1000.0
29631,,1000.0
29632,,1000.0
29633,,1000.0
29634,,1000.0
29635,,1000.0
29636,,1000.0
29637,,1000.0
29638,,1000.0
29639,,1000.0
29640,,1000.0
29641,,1000.0
29642,,1000.0
29643,,1000.0
29644,,1000.0
29645,,1000.0
29646,,1000.0
29647,,1000.0
29648,,1000.0
29649,,1000.0
29650,,1000.0
29651,,1000.0
29652,,1000.0
29653,,1000.0
29654,,1000.0
29655,,1000.0
29656,,1000.0
29657,,1000.0
29658,,1000.0
29659,,1000.0
29660,,1000.0
29661,,1000.0
29662,,1000.0
29663,,1000.0
29664,,1000.0
29665,,1000.0
29666,,1000.0
29667,,1000.0
29668,,1000.0
29669,,1000.0
29670,,1000.0
29671,,1000.0
29672,,1000.0
29673,,1000.0
29674,,1000.0
29675,,1000.0
29676,,1000.0
29677,,1000.0
29678,,1000.0
29679,,1000.0
29680,,1000.0
29681,,1000.0
29682,,1000.0
29683,,1000.0
29684,,1000.0
29685,,1000.0
29686,,1000.0
29687,,1000.0
29688,,1000.0
29689,,1000.0
29690,,1000.0
29691,,1000.0
29692,,1000.0
29693,,1000.0
29694,,1000.0
29695,,1000.0
29696,,1000.0
29697,,1000.0
29698,,1000.0
29699,,1000.0
29700,,1000.0
29701,,1000.0
29702,,1000.0
29703,,1000.0
29704,,1000.0
29705,,1000.0
29706,,1000.0
29707,,1000.0
29708,,1000.0
29709,,1000.0
29710,,1000.0
29711,,1000.0
29712,,1000.0
29713,,1000.0
29714,,1000.0
29715,,1000.0
29716,,1000.0
29717,,1000.0
29718,,1000.0
29719,,1000.0
29720,,1000.0
29721,,1000.0
29722,,1000.0
29723,,1000.0
29724,,1000.0
29725,,1000.0
29726,,1000.0
29727,,1000.0
29728,,1000.0
29729,,1000.0
29730,,1000.0
29731,,1000.0
29732,,1000.0
29733,,1000.0
29734,,1000.0
29735,,1000.0
29736,,1000.0
29737,,1000.0
29738,,1000.0
29739,,1000.0
29740,,1000.0
29741,,1000.0
29742,,1000.0
29743,,1000.0
29744,,1000.0
29745,,1000.0
29746,,1000.0
29747,,1000.0
29748,,1000.0
29749,,1000.0
29750,,1000.0
29751,,1000.0
29752,,1000.0
29753,,1000.0
29754,,1000.0
29755,,1000.0
29756,,1000.0
29757,,1000.0
29758,,1000.0
29759,,1000.0
29760,,1000.0
29761,,1000.0
29762,,1000.0
29763,,1000.0
29764,,1000.0
29765,,1000.0
29766,,1000.0
29767,,1000.0
29768,,1000.0
29769,,1000.0
29770,,1000.0
29771,,1000.0
29772,,1000.0
29773,,1000.0
29774,,1000.0
29775,,1000.0
29776,,1000.0
29777,,1000.0
29778,,1000.0
29779,,1000.0
29780,,1000.0
29781,,1000.0
29782,,1000.0
29783,,1000.0
29784,,1000.0
29785,,1000.0
29786,,1000.0
29787,,1000.0
29788,,1000.0
29789,,1000.0
29790,,1000.0
29791,,1000.0
29792,,1000.0
29793,,1000.0
29794,,1000.0
29795,,1000.0
29796,,1000.0
29797,,1000.0
29798,,1000.0
29799,,1000.0
29800,,1000.0
29801,,1000.0
29802,,1000.0
29803,,1000.0
29804,,1000.0
29805,,1000.0
29806,,1000.0
29807,,1000.0
29808,,1000.0
29809,,1000.0
29810,,1000.0
29811,,1000.0
29812,,1000.0
29813,,1000.0
29814,,1000.0
29815,,1000.0
29816,,1000.0
29817,,1000.0
29818,,1000.0
29819,,1000.0
29820,,1000.0
29821,,1000.0
29822,,1000.0
29823,,1000.0
29824,,1000.0
29825,,1000.0
29826,,1000.0
29827,,1000.0
29828,,1000.0
29829,,1000.0
29830,,1000.0
29831,,1000.0
29832,,1000.0
29833,,1000.0
29834,,1000.0
29835,,1000.0
29836,,1000.0
29837,,1000.0
29838,,1000.0
29839,,1000.0
29840,,1000.0
29841,,1000.0
29842,,1000.0
29843,,1000.0
29844,,1000.0
29845,,1000.0
29846,,1000.0
29847,,1000.0
29848,,1000.0
29849,,1000.0
29850,,1000.0
29851,,1000.0
29852,,1000.0
29853,,1000.0
29854,,1000.0
29855,,1000.0
29856,,1000.0
29857,,1000.0
29858,,1000.0
29859,,1000.0
29860,,1000.0
29861,,1000.0
29862,,1000.0
29863,,1000.0
29864,,1000.0
29865,,1000.0
29866,,1000.0
29867,,1000.0
29868,,1000.0
29869,,1000.0
29870,,1000.0
29871,,1000.0
29872,,1000.0
29873,,1000.0
29874,,1000.0
29875,,1000.0
29876,,1000.0
29877,,1000.0
29878,,1000.0
29879,,1000.0
29880,,1000.0
29881,,1000.0
29882,,1000.0
29883,,1000.0
29884,,1000.0
29885,,1000.0
29886,,1000.0
29887,,1000.0
29888,,1000.0
29889,,1000.0
29890,,1000.0
29891,,1000.0
29892,,1000.0
29893,,1000.0
29894,,1000.0
29895,,1000.0
29896,,1000.0
29897,,1000.0
29898,,1000.0
29899,,1000.0
29900,,1000.0
29901,,1000.0
29902,,1000.0
29903,,1000.0
29904,,1000.0
29905,,1000.0
29906,,1000.0
29907,,1000.0
29908,,1000.0
29909,,1000.0
29910,,1000.0
29911,,1000.0
29912,,1000.0
29913,,1000.0
29914,,1000.0
29915,,1000.0
29916,,1000.0
29917,,1000.0
29918,,1000.0
29919,,1000.0
29920,,1000.0
29921,,1000.0
29922,,1000.0
29923,,1000.0
29924,,1000.0
29925,,1000.0
29926,,1000.0
29927,,1000.0
29928,,1000.0
29929,,1000.0
29930,,1000.0
29931,,1000.0
29932,,1000.0
29933,,1000.0
29934,,1000.0
29935,,1000.0
29936,,1000.0
29937,,1000.0
29938,,1000.0
29939,,1000.0
29940,,1000.0
29941,,1000.0
29942,,1000.0
29943,,1000.0
29944,,1000.0
29945,,1000.0
29946,,1000.0
29947,,1000.0
29948,,1000.0
29949,,1000.0
29950,,1000.0
29951,,1000.0
29952,,1000.0
29953,,1000.0
29954,,1000.0
29955,,1000.0
29956,,1000.0
29957,,1000.0
29958,,1000.0
29959,,1000.0
29960,,1000.0
29961,,1000.0
29962,,1000.0
29963,,1000.0
29964,,1000.0
29965,,1000.0
29966,,1000.0
29967,,1000.0
29968,,1000.0
29969,,1000.0
29970,,1000.0
29971,,1000.0
29972,,1000.0
29973,,1000.0
29974,,1000.0
29975,,1000.0
29976,,1000.0
29977,,1000.0
29978,,1000.0
29979,,1000.0
29980,,1000.0
29981,,1000.0
29982,,1000.0
29983,,1000.0
29984,,1000.0
29985,,1000.0
29986,,1000.0
29987,,1000.0
29988,,1000.0
29989,,1000.0
29990,,1000.0
29991,,1000.0
29992,,1000.0
29993,,1000.0
29994,,1000.0
29995,,1000.0
29996,,1000.0
29997,,1000.0
29998,,1000.0
29999,,1000.0
30000,,825.234437
30001,,825.234437
30002,,825.234437
30003,,825.234437
30004,,825.234437
30005,,825.234437
30006,,825.234437
30007,,825.234437
30008,,825.234437
30009,,825.234437
30010,,825.234437
30011,,825.234437
30012,,825.234437
30013,,825.234437
30014,,825.234437
30015,,825.234437
30016,,825.234437
30017,,825.234437
30018,,825.234437
30019,,825.234437
30020,,825.234437
30021,,825.234437
30022,,825.234437
30023,,825.234437
30024,,825.234437
30025,,825.234437
30026,,825.234437
30027,,825.234437
30028,,825.234437
30029,,825.234437
30030,,825.234437
30031,,825.234437
30032,,825.234437
30033,,825.234437
30034,,825.234437
30035,,825.234437
30036,,825.234437
30037,,825.234437
30038,,825.234437
30039,,825.234437
30040,,825.234437
30041,,825.234437
30042,,825.234437
30043,,825.234437
30044,,825.234437
30045,,825.234437
30046,,825.234437
30047,,825.234437
30048,,825.234437
30049,,825.234437
30050,,825.234437
30051,,825.234437
30052,,825.234437
30053,,825.234437
30054,,825.234437
30055,,825.234437
30056,,825.234437
30057,,825.234437
30058,,825.234437
30059,,825.234437
30060,,825.234437
30061,,825.234437
30062,,825.234437
30063,,825.234437
30064,,825.234437
30065,,825.234437
30066,,825.234437
30067,,825.234437
30068,,825.234437
30069,,825.234437
30070,,825.234437
30071,,825.234437
30072,,825.234437
30073,,825.234437
30074,,825.234437
30075,,825.234437
30076,,825.234437
30077,,825.234437
30078,,825.234437
30079,,825.234437
30080,,825.234437
30081,,825.234437
30082,,825.234437
30083,,825.234437
30084,,825.234437
30085,,825.234437
30086,,825.234437
30087,,825.234437
30088,,825.234437
30089,,825.234437
30090,,825.234437
30091,,825.234437
30092,,825.234437
30093,,825.234437
30094,,825.234437
30095,,825.234437
30096,,825.234437
30097,,825.234437
30098,,825.234437
30099,,825.234437
30100,,825.234437
30101,,825.234437
30102,,825.234437
30103,,825.234437
30104,,825.234437
30105,,825.234437
30106,,825.234437
30107,,825.234437
30108,,825.234437
30109,,825.234437
30110,,825.234437
30111,,825.234437
30112,,825.234437
30113,,825.234437
30114,,825.234437
30115,,825.234437
30116,,825.234437
30117,,825.234437
30118,,825.234437
30119,,825.234437
30120,,825.234437
30121,,825.234437
30122,,825.234437
30123,,825.234437
30124,,825.234437
30125,,825.234437
30126,,825.234437
30127,,825.234437
30128,,825.234437
30129,,825.234437
30130,,825.234437
30131,,825.234437
30132,,825.234437
30133,,825.234437
30134,,825.234437
30135,,825.234437
30136,,825.234437
30137,,825.234437
30138,,825.234437
30139,,825.234437
30140,,825.234437
30141,,825.234437
30142,,825.234437
30143,,825.234437
30144,,825.234437
30145,,825.234437
30146,,825.234437
30147,,825.234437
30148,,825.234437
30149,,825.234437
30150,,825.234437
30151,,825.234437
30152,,825.234437
30153,,825.234437
30154,,825.234437
30155,,825.234437
30156,,825.234437
30157,,825.234437
30158,,825.234437
30159,,825.234437
30160,,825.234437
30161,,825.234437
30162,,825.234437
30163,,825.234437
30164,,825.234437
30165,,825.234437
30166,,825.234437
30167,,825.234437
30168,,825.234437
30169,,825.234437
30170,,825.234437
30171,,825.234437
30172,,825.234437
30173,,825.234437
30174,,825.234437
30175,,825.234437
30176,,825.234437
30177,,825.234437
30178,,825.234437
30179,,825.234437
30180,,825.234437
30181,,825.234437
30182,,825.234437
30183,,825.234437
30184,,825.234437
30185,,825.234437
30186,,825.234437
30187,,825.234437
30188,,825.234437
30189,,825.234437
30190,,825.234437
30191,,825.234437
30192,,825.234437
30193,,825.234437
30194,,825.234437
30195,,825.234437
30196,,825.234437
30197,,825.234437
30198,,825.234437
30199,,825.234437
30200,,825.234437
30201,,825.234437
30202,,825.234437
30203,,825.234437
30204,,825.234437
30205,,825.234437
30206,,825.234437
30207,,825.234437
30208,,825.234437
30209,,825.234437
30210,,825.234437
30211,,825.234437
30212,,825.234437
30213,,825.234437
30214,,825.234437
30215,,825.234437
30216,,825.234437
30217,,825.234437
30218,,825.234437
30219,,825.234437
30220,,825.234437
30221,,825.234437
30222,,825.234437
30223,,825.234437
30224,,825.234437
30225,,825.234437
30226,,825.234437
30227,,825.234437
30228,,825.234437
30229,,825.234437
30230,,825.234437
30231,,825.234437
30232,,825.234437
30233,,825.234437
30234,,825.234437
30235,,825.234437
30236,,825.234437
30237,,825.234437
30238,,825.234437
30239,,825.234437
30240,,825.234437
30241,,825.234437
30242,,825.234437
30243,,825.234437
30244,,825.234437
30245,,825.234437
30246,,825.234437
30247,,825.234437
30248,,825.234437
30249,,825.234437
30250,,825.234437
30251,,825.234437
30252,,825.234437
30253,,825.234437
30254,,825.234437
30255,,825.234437
30256,,825.234437
30257,,825.234437
30258,,825.234437
30259,,825.234437
30260,,825.234437
30261,,825.234437
30262,,825.234437
30263,,825.234437
30264,,825.234437
30265,,825.234437
30266,,825.234437
30267,,825.234437
30268,,825.234437
30269,,825.234437
30270,,825.234437
30271,,825.234437
30272,,825.234437
30273,,825.234437
30274,,825.234437
30275,,825.234437
30276,,825.234437
30277,,825.234437
30278,,825.234437
30279,,825.234437
30280,,825.234437
30281,,825.234437
30282,,825.234437
30283,,825.234437
30284,,825.234437
30285,,825.234437
30286,,825.234437
30287,,825.234437
30288,,825.234437
30289,,825.234437
30290,,825.234437
30291,,825.234437
30292,,825.234437
30293,,825.234437
30294,,825.234437
30295,,825.234437
30296,,825.234437
30297,,825.234437
30298,,825.234437
30299,,825.234437
30300,,825.234437
30301,,825.234437
30302,,825.234437
30303,,825.234437
30304,,825.234437
30305,,825.234437
30306,,825.234437
30307,,825.234437
30308,,825.234437
30309,,825.234437
30310,,825.234437
30311,,825.234437
30312,,825.234437
30313,,825.234437
30314,,825.234437
30315,,825.234437
30316,,825.234437
30317,,825.234437
30318,,825.234437
30319,,825.234437
30320,,825.234437
30321,,825.234437
30322,,825.234437
30323,,825.234437
30324,,825.234437
30325,,825.234437
30326,,825.234437
30327,,825.234437
30328,,825.234437
30329,,825.234437
30330,,825.234437
30331,,825.234437
30332,,825.234437
30333,,825.234437
30334,,825.234437
30335,,825.234437
30336,,825.234437
30337,,825.234437
30338,,825.234437
30339,,825.234437
30340,,825.234437
30341,,825.234437
30342,,825.234437
30343,,825.234437
30344,,825.234437
30345,,825.234437
30346,,825.234437
30347,,825.234437
30348,,825.234437
30349,,825.234437
30350,,825.234437
30351,,825.234437
30352,,825.234437
30353,,825.234437
30354,,825.234437
30355,,825.234437
30356,,825.234437
30357,,825.234437
30358,,825.234437
30359,,825.234437
30360,,825.234437
30361,,825.234437
30362,,825.234437
30363,,825.234437
30364,,825.234437
30365,,825.234437
30366,,825.234437
30367,,825.234437
30368,,825.234437
30369,,825.234437
30370,,825.234437
30371,,825.234437
30372,,825.234437
30373,,825.234437
30374,,825.234437
30375,,825.234437
30376,,825.234437
30377,,825.234437
30378,,825.234437
30379,,825.234437
30380,,825.234437
30381,,825.234437
30382,,825.234437
30383,,825.234437
30384,,825.234437
30385,,825.234437
30386,,825.234437
30387,,825.234437
30388,,825.234437
30389,,825.234437
30390,,825.234437
30391,,825.234437
30392,,825.234437
30393,,825.234437
30394,,825.234437
30395,,825.234437
30396,,825.234437
30397,,825.234437
30398,,825.234437
30399,,825.234437
30400,,825.234437
30401,,825.234437
30402,,825.234437
30403,,825.234437
30404,,825.234437
30405,,825.234437
30406,,825.234437
30407,,825.234437
30408,,825.234437
30409,,825.234437
30410,,825.234437
30411,,825.234437
30412,,825.234437
30413,,825.234437
30414,,825.234437
30415,,825.234437
30416,,825.234437
30417,,825.234437
30418,,825.234437
30419,,825.234437
30420,,825.234437
30421,,825.234437
30422,,825.234437
30423,,825.234437
30424,,825.234437
30425,,825.234437
30426,,825.234437
30427,,825.234437
30428,,825.234437
30429,,825.234437
30430,,825.234437
30431,,825.234437
30432,,825.234437
30433,,825.234437
30434,,825.234437
30435,,825.234437
30436,,825.234437
30437,,825.234437
30438,,825.234437
30439,,825.234437
30440,,825.234437
30441,,825.234437
30442,,825.234437
30443,,825.234437
30444,,825.234437
30445,,825.234437
30446,,825.234437
30447,,825.234437
30448,,825.234437
30449,,825.234437
30450,,825.234437
30451,,825.234437
30452,,825.234437
30453,,825.234437
30454,,825.234437
30455,,825.234437
30456,,825.234437
30457,,825.234437
30458,,825.234437
30459,,825.234437
30460,,825.234437
30461,,825.234437
30462,,825.234437
30463,,825.234437
30464,,825.234437
30465,,825.234437
30466,,825.234437
30467,,825.234437
30468,,825.234437
30469,,825.234437
30470,,825.234437
30471,,825.234437
30472,,825.234437
30473,,825.234437
30474,,825.234437
30475,,825.234437
30476,,825.234437
30477,,825.234437
30478,,825.234437
30479,,825.234437
30480,,825.234437
30481,,825.234437
30482,,825.234437
30483,,825.234437
30484,,825.234437
30485,,825.234437
30486,,825.234437
30487,,825.234437
30488,,825.234437
30489,,825.234437
30490,,825.234437
30491,,825.234437
30492,,825.234437
30493,,825.234437
30494,,825.234437
30495,,825.234437
30496,,825.234437
30497,,825.234437
30498,,825.234437
30499,,825.234437
30500,,825.234437
30501,,825.234437
30502,,825.234437
30503,,825.234437
30504,,825.234437
30505,,825.234437
30506,,825.234437
30507,,825.234437
30508,,825.234437
30509,,825.234437
30510,,825.234437
30511,,825.234437
30512,,825.234437
30513,,825.234437
30514,,825.234437
30515,,825.234437
30516,,825.234437
30517,,825.234437
30518,,825.234437
30519,,825.234437
30520,,825.234437
30521,,825.234437
30522,,825.234437
30523,,825.234437
30524,,825.234437
30525,,825.234437
30526,,825.234437
30527,,825.234437
30528,,825.234437
30529,,825.234437
30530,,825.234437
30531,,825.234437
30532,,825.234437
30533,,825.234437
30534,,825.234437
30535,,825.234437
30536,,825.234437
30537,,825.234437
30538,,825.234437
30539,,825.234437
30540,,825.234437
30541,,825.234437
30542,,825.234437
30543,,825.234437
30544,,825.234437
30545,,825.234437
30546,,825.234437
30547,,825.234437
30548,,825.234437
30549,,825.234437
30550,,825.234437
30551,,825.234437
30552,,825.234437
30553,,825.234437
30554,,825.234437
30555,,825.234437
30556,,825.234437
30557,,825.234437
30558,,825.234437
30559,,825.234437
30560,,825.234437
30561,,825.234437
30562,,825.234437
30563,,825.234437
30564,,825.234437
30565,,825.234437
30566,,825.234437
30567,,825.234437
30568,,825.234437
30569,,825.234437
30570,,825.234437
30571,,825.234437
30572,,825.234437
30573,,825.234437
30574,,825.234437
30575,,825.234437
30576,,825.234437
30577,,825.234437
30578,,825.234437
30579,,825.234437
30580,,825.234437
30581,,825.234437
30582,,825.234437
30583,,825.234437
30584,,825.234437
30585,,825.234437
30586,,825.234437
30587,,825.234437
30588,,825.234437
30589,,825.234437
30590,,825.234437
30591,,825.234437
30592,,825.234437
30593,,825.234437
30594,,825.234437
30595,,825.234437
30596,,825.234437
30597,,825.234437
30598,,825.234437
30599,,825.234437
30600,,825.234437
30601,,825.234437
30602,,825.234437
30603,,825.234437
30604,,825.234437
30605,,825.234437
30606,,825.234437
30607,,825.234437
30608,,825.234437
30609,,825.234437
30610,,825.234437
30611,,825.234437
30612,,825.234437
30613,,825.234437
30614,,825.234437
30615,,825.234437
30616,,825.234437
30617,,825.234437
30618,,825.234437
30619,,825.234437
30620,,825.234437
30621,,825.234437
30622,,825.234437
30623,,825.234437
30624,,825.234437
30625,,825.234437
30626,,825.234437
30627,,825.234437
30628,,825.234437
30629,,825.234437
30630,,825.234437
30631,,825.234437
30632,,825.234437
30633,,825.234437
30634,,825.234437
30635,,825.234437
30636,,825.234437
30637,,825.234437
30638,,825.234437
30639,,825.234437
30640,,825.234437
30641,,825.234437
30642,,825.234437
30643,,825.234437
30644,,825.234437
30645,,825.234437
30646,,825.234437
30647,,825.234437
30648,,825.234437
30649,,825.234437
30650,,825.234437
30651,,825.234437
30652,,825.234437
30653,,825.234437
30654,,825.234437
30655,,825.234437
30656,,825.234437
30657,,825.234437
30658,,825.234437
30659,,825.234437
30660,,825.234437
30661,,825.234437
30662,,825.234437
30663,,825.234437
30664,,825.234437
30665,,825.234437
30666,,825.234437
30667,,825.234437
30668,,825.234437
30669,,825.234437
30670,,825.234437
30671,,825.234437
30672,,825.234437
30673,,825.234437
30674,,825.234437
30675,,825.234437
30676,,825.234437
30677,,825.234437
30678,,825.234437
30679,,825.234437
30680,,825.234437
30681,,825.234437
30682,,825.234437
30683,,825.234437
30684,,825.234437
30685,,825.234437
30686,,825.234437
30687,,825.234437
30688,,825.234437
30689,,825.234437
30690,,825.234437
30691,,825.234437
30692,,825.234437
30693,,825.234437
30694,,825.234437
30695,,825.234437
30696,,825.234437
30697,,825.234437
30698,,825.234437
30699,,825.234437
30700,,825.234437
30701,,825.234437
30702,,825.234437
30703,,825.234437
30704,,825.234437
30705,,825.234437
30706,,825.234437
30707,,825.234437
30708,,825.234437
30709,,825.234437
30710,,825.234437
30711,,825.234437
30712,,825.234437
30713,,825.234437
30714,,825.234437
30715,,825.234437
30716,,825.234437
30717,,825.234437
30718,,825.234437
30719,,825.234437
30720,,825.234437
30721,,825.234437
30722,,825.234437
30723,,825.234437
30724,,825.234437
30725,,825.234437
30726,,825.234437
30727,,825.234437
30728,,825.234437
30729,,825.234437
30730,,825.234437
30731,,825.234437
30732,,825.234437
30733,,825.234437
30734,,825.234437
30735,,825.234437
30736,,825.234437
30737,,825.234437
30738,,825.234437
30739,,825.234437
30740,,825.234437
30741,,825.234437
30742,,825.234437
30743,,825.234437
30744,,825.234437
30745,,825.234437
30746,,825.234437
30747,,825.234437
30748,,825.234437
30749,,825.234437
30750,,825.234437
30751,,825.234437
30752,,825.234437
30753,,825.234437
30754,,825.234437
30755,,825.234437
30756,,825.234437
30757,,825.234437
30758,,825.234437
30759,,825.234437
30760,,825.234437
30761,,825.234437
30762,,825.234437
30763,,825.234437
30764,,825.234437
30765,,825.234437
30766,,825.234437
30767,,825.234437
30768,,825.234437
30769,,825.234437
30770,,825.234437
30771,,825.234437
30772,,825.234437
30773,,825.234437
30774,,825.234437
30775,,825.234437
30776,,825.234437
30777,,825.234437
30778,,825.234437
30779,,825.234437
30780,,825.234437
30781,,825.234437
30782,,825.234437
30783,,825.234437
30784,,825.234437
30785,,825.234437
30786,,825.234437
30787,,825.234437
30788,,825.234437
30789,,825.234437
30790,,825.234437
30791,,825.234437
30792,,825.234437
30793,,825.234437
30794,,825.234437
30795,,825.234437
30796,,825.234437
30797,,825.234437
30798,,825.234437
30799,,825.234437
30800,,825.234437
30801,,825.234437
30802,,825.234437
30803,,825.234437
30804,,825.234437
30805,,825.234437
30806,,825.234437
30807,,825.234437
30808,,825.234437
30809,,825.234437
30810,,825.234437
30811,,825.234437
30812,,825.234437
30813,,825.234437
30814,,825.234437
30815,,825.234437
30816,,825.234437
30817,,825.234437
30818,,825.234437
30819,,825.234437
30820,,825.234437
30821,,825.234437
30822,,825.234437
30823,,825.234437
30824,,825.234437
30825,,825.234437
30826,,825.234437
30827,,825.234437
30828,,825.234437
30829,,825.234437
30830,,825.234437
30831,,825.234437
30832,,825.234437
30833,,825.234437
30834,,825.234437
30835,,825.234437
30836,,825.234437
30837,,825.234437
30838,,825.234437
30839,,825.234437
30840,,825.234437
30841,,825.234437
30842,,825.234437
30843,,825.234437
30844,,825.234437
30845,,825.234437
30846,,825.234437
30847,,825.234437
30848,,825.234437
30849,,825.234437
30850,,825.234437
30851,,825.234437
30852,,825.234437
30853,,825.234437
30854,,825.234437
30855,,825.234437
30856,,825.234437
30857,,825.234437
30858,,825.234437
30859,,825.234437
30860,,825.234437
30861,,825.234437
30862,,825.234437
30863,,825.234437
30864,,825.234437
30865,,825.234437
30866,,825.234437
30867,,825.234437
30868,,825.234437
30869,,825.234437
30870,,825.234437
30871,,825.234437
30872,,825.234437
30873,,825.234437
30874,,825.234437
30875,,825.234437
30876,,825.234437
30877,,825.234437
30878,,825.234437
30879,,825.234437
30880,,825.234437
30881,,825.234437
30882,,825.234437
30883,,825.234437
30884,,825.234437
30885,,825.234437
30886,,825.234437
30887,,825.234437
30888,,825.234437
30889,,825.234437
30890,,825.234437
30891,,825.234437
30892,,825.234437
30893,,825.234437
30894,,825.234437
30895,,825.234437
30896,,825.234437
30897,,825.234437
30898,,825.234437
30899,,825.234437
30900,,825.234437
30901,,825.234437
30902,,825.234437
30903,,825.234437
30904,,825.234437
30905,,825.234437
30906,,825.234437
30907,,825.234437
30908,,825.234437
30909,,825.234437
30910,,825.234437
30911,,825.234437
30912,,825.234437
30913,,825.234437
30914,,825.234437
30915,,825.234437
30916,,825.234437
30917,,825.234437
30918,,825.234437
30919,,825.234437
30920,,825.234437
30921,,825.234437
30922,,825.234437
30923,,825.234437
30924,,825.234437
30925,,825.234437
30926,,825.234437
30927,,825.234437
30928,,825.234437
30929,,825.234437
30930,,825.234437
30931,,825.234437
30932,,825.234437
30933,,825.234437
30934,,825.234437
30935,,825.234437
30936,,825.234437
30937,,825.234437
30938,,825.234437
30939,,825.234437
30940,,825.234437
30941,,825.234437
30942,,825.234437
30943,,825.234437
30944,,825.234437
30945,,825.234437
30946,,825.234437
30947,,825.234437
30948,,825.234437
30949,,825.234437
30950,,825.234437
30951,,825.234437
30952,,825.234437
30953,,825.234437
30954,,825.234437
30955,,825.234437
30956,,825.234437
30957,,825.234437
30958,,825.234437
30959,,825.234437
30960,,825.234437
30961,,825.234437
30962,,825.234437
30963,,825.234437
30964,,825.234437
30965,,825.234437
30966,,825.234437
30967,,825.234437
30968,,825.234437
30969,,825.234437
30970,,825.234437
30971,,825.234437
30972,,825.234437
30973,,825.234437
30974,,825.234437
30975,,825.234437
30976,,825.234437
30977,,825.234437
30978,,825.234437
30979,,825.234437
30980,,825.234437
30981,,825.234437
30982,,825.234437
30983,,825.234437
30984,,825.234437
30985,,825.234437
30986,,825.234437
30987,,825.234437
30988,,825.234437
30989,,825.234437
30990,,825.234437
30991,,825.234437
30992,,825.234437
30993,,825.234437
30994,,825.234437
30995,,825.234437
30996,,825.234437
30997,,825.234437
30998,,825.234437
30999,,825.234437
31000,,981.205131
31001,,981.205131
31002,,981.205131
31003,,981.205131
31004,,981.205131
31005,,981.205131
31006,,981.205131
31007,,981.205131
31008,,981.205131
31009,,981.205131
31010,,981.205131
31011,,981.205131
31012,,981.205131
31013,,981.205131
31014,,981.205131
31015,,981.205131
31016,,981.205131
31017,,981.205131
31018,,981.205131
31019,,981.205131
31020,,981.205131
31021,,981.205131
31022,,981.205131
31023,,981.205131
31024,,981.205131
31025,,981.205131
31026,,981.205131
31027,,981.205131
31028,,981.205131
31029,,981.205131
31030,,981.205131
31031,,981.205131
31032,,981.205131
31033,,981.205131
31034,,981.205131
31035,,981.205131
31036,,981.205131
31037,,981.205131
31038,,981.205131
31039,,981.205131
31040,,981.205131
31041,,981.205131
31042,,981.205131
31043,,981.205131
31044,,981.205131
31045,,981.205131
31046,,981.205131
31047,,981.205131
31048,,981.205131
31049,,981.205131
31050,,981.205131
31051,,981.205131
31052,,981.205131
31053,,981.205131
31054,,981.205131
31055,,981.205131
31056,,981.205131
31057,,981.205131
31058,,981.205131
31059,,981.205131
31060,,981.205131
31061,,981.205131
31062,,981.205131
31063,,981.205131
31064,,981.205131
